0827229534:156101074X,1 1:0.166666666667 2:1
0827229534:0687023955,1 1:0.111111111111 2:1
0827229534:0687074231,1 1:0.0 2:1
0827229534:082721619X,1 1:0.0 2:1
1567184960:0738700797,1 1:0.0 2:1
0738700797:1567182836,1 1:0.0 2:1
0738700797:0738700525,1 1:0.0 2:1
0738700797:0738700940,1 1:0.0 2:1
0842330313:0842328327,1 1:0.153846153846 2:0
0842328327:0842328610,1 1:0.222222222222 2:1
0842328572:0842328327,1 1:0.153846153846 2:0
0486220125:0452283612,1 1:0.0 2:1
0486229076:0486220125,1 1:0.0 2:1
0714840343:0486220125,1 1:0.0 2:1
0375727191:0231118597,1 1:0.0 2:1
080148605X:0231118597,1 1:0.0 2:0
1560232579:0231118597,1 1:0.0 2:1
0231118597:0300089023,1 1:0.0 2:1
0892749504:1577943082,1 1:0.4 2:0
1577941829:1577943082,1 1:0.416666666667 2:1
1577943082:0892749563,1 1:0.416666666667 2:0
B000066ALW:B00006JXZO,1 1:0.0 2:1
0375709363:0679730672,1 1:0.0 2:1
0679750541:0375709363,1 1:0.0 2:1
0375709363:1400030668,1 1:0.0 2:1
0375709363:0896086704,1 1:0.0 2:1
0060984341:0871318237,1 1:0.0 2:1
0553577514:0871318237,1 1:0.333333333333 2:1
1571742972:0871318237,1 1:0.0 2:1
0962741817:0871318237,1 1:0.0 2:1
014015941X:1563524333,1 1:0.0 2:1
0195110382:0140246967,1 1:0.0 2:1
0195110382:1557504288,1 1:0.0 2:1
1580531784:0849311012,1 1:0.3 2:1
1578200326:0849311012,1 1:0.166666666667 2:1
078510870X:078511078X,1 1:0.0 2:1
B00000JQIE:B000007R0T,1 1:0.0 2:1
B000007R0T:B000002L7F,1 1:0.0 2:1
0790747324:6305350221,1 1:0.125 2:1
B00004RF9B:0790747324,1 1:0.0 2:1
B00005JKFR:0790747324,1 1:0.111111111111 2:1
B00005NG6A:0790747324,1 1:0.0 2:1
B000002GVS:B000007R0S,1 1:0.0 2:1
B00000I21X:B000007R0S,1 1:0.272727272727 2:1
B000007R0S:B000002GXJ,1 1:0.0 2:1
B000007R0S:B000002GVO,1 1:0.0 2:1
0674106539:0939165252,1 1:0.0 2:1
0231096704:0140172483,1 1:0.0 2:1
0375707409:0231096704,1 1:0.0 2:1
0231096704:0520078748,1 1:0.1 2:1
0899192254:1590930509,1 1:0.0 2:1
1590930509:0688070450,1 1:0.5 2:1
1590930509:0899193498,1 1:0.166666666667 2:1
1590930509:1577683684,1 1:0.0 2:0
1893732398:1893732290,1 1:0.2 2:0
0609805797:1893732290,1 1:0.0769230769231 2:0
0323016774:0781718791,1 1:0.230769230769 2:0
0781735114:0781718791,1 1:0.0 2:0
0721680178:0781718791,1 1:0.0 2:1
0824803248:0910240159,1 1:0.0588235294118 2:1
0824807030:0910240159,1 1:0.1 2:1
1558743626:0910240159,1 1:0.0 2:1
0393020436:0761116982,1 1:0.0 2:1
0761116982:0767903609,1 1:0.0 2:1
0761116982:0312290233,1 1:0.0 2:0
0761116982:0471287857,1 1:0.0 2:1
061329968X:0399232486,1 1:0.1 2:1
0399235892:061329968X,1 1:0.125 2:1
0399239618:061329968X,1 1:0.0 2:1
013061081X:0471150274,1 1:0.0 2:1
0471150274:1852331666,1 1:0.0 2:0
0070121893:0471150274,1 1:0.0 2:0
0895872218:0767908090,1 1:0.0 2:1
0439240751:0439240727,1 1:0.0 2:1
0439240751:0439240719,1 1:0.0 2:1
0439240751:0439240700,1 1:0.0909090909091 2:1
0439240751:0061062499,1 1:0.0 2:1
0071364315:0787950599,1 1:0.0 2:1
0787950599:014028852X,1 1:0.0 2:1
1402200552:0787950599,1 1:0.0 2:1
0787950599:078795019X,1 1:0.0 2:1
0876149050:0698115538,1 1:0.0 2:1
0876149050:1575055333,1 1:0.0 2:0
0312199406:0312316089,1 1:0.0 2:1
0312099436:0312199406,1 1:0.125 2:1
0312199406:0312144075,1 1:0.0 2:1
0446674346:0312199406,1 1:0.0 2:1
0553378767:0195146018,1 1:0.0 2:1
0195146018:0060958219,1 1:0.0 2:1
0195146018:0062515659,1 1:0.0 2:1
0486401588:0486268780,1 1:0.333333333333 2:1
0486272737:0486268780,1 1:0.4 2:1
0486285537:0486268780,1 1:0.363636363636 2:1
0486264661:0486268780,1 1:0.4 2:1
1861007418:1861007329,1 1:0.153846153846 2:1
1861007191:1861007418,1 1:0.125 2:1
1861007418:1861007868,1 1:0.1 2:1
0072129484:0782128815,1 1:0.0 2:0
0782128815:0782128955,1 1:0.1 2:0
0735618674:0782128815,1 1:0.285714285714 2:1
0140437983:0375752285,1 1:0.111111111111 2:1
0140437983:0306804646,1 1:0.0 2:1
0140437983:1879664178,1 1:0.0 2:1
0671892878:0140437983,1 1:0.0 2:1
0380651939:0826449379,1 1:0.0 2:0
0141301163:0826449379,1 1:0.0 2:0
0440418321:0826449379,1 1:0.0 2:0
0689845332:0826449379,1 1:0.0 2:0
0439284880:0439420717,1 1:0.25 2:1
043924238X:0439420717,1 1:0.25 2:0
0439284864:0439420717,1 1:0.3 2:1
0439188814:0439420717,1 1:0.166666666667 2:1
B00004W1WI:B000003QL7,1 1:0.333333333333 2:0
B00004W1WK:B00005QK46,1 1:0.0 2:1
B00004W1WK:B0000072LP,1 1:0.0 2:1
0687069157:0687054532,1 1:0.0 2:1
0687054532:0764422979,1 1:0.0 2:1
0687045479:0687054532,1 1:0.0 2:1
0687054532:0687083737,1 1:0.0 2:1
0613100093:0064401103,1 1:0.0625 2:1
0613100093:0064401111,1 1:0.05 2:1
0064405478:0613100093,1 1:0.157894736842 2:1
0613100093:0064405451,1 1:0.130434782609 2:1
B000002O8L:B000002Q86,1 1:0.0 2:1
B00005NEFK:B00005A3HU,1 1:0.0 2:1
0553278274:0805068031,1 1:0.0 2:1
0465089828:0805068031,1 1:0.0 2:1
0805068031:0345446070,1 1:0.0 2:1
0140159096:0805068031,1 1:0.0 2:1
0393971694:0393090906,1 1:0.1 2:1
0393971694:0195122321,1 1:0.166666666667 2:0
0136081924:0393971694,1 1:0.166666666667 2:0
0393971694:039395272X,1 1:0.25 2:1
0130428205:0963917331,1 1:0.117647058824 2:0
0130428205:032401600X,1 1:0.0666666666667 2:1
0689850271:0689846088,1 1:0.375 2:0
0689848218:0689846088,1 1:0.333333333333 2:1
0689846088:0689848226,1 1:0.181818181818 2:0
0689851634:0689846088,1 1:0.0 2:1
1930288034:0026879077,1 1:0.04 2:0
1930288018:0026879077,1 1:0.04 2:0
1576906779:0026879077,1 1:0.0769230769231 2:0
0026879077:193028800X,1 1:0.04 2:1
0393037622:0192802674,1 1:0.0 2:1
0393319806:0393037622,1 1:0.0 2:1
157912156X:0393037622,1 1:0.0 2:1
0933029012:0810114275,1 1:0.0 2:1
0810114275:157230376X,1 1:0.0 2:1
157224044X:0810114275,1 1:0.1 2:1
0829409378:0810114275,1 1:0.0 2:1
0333963415:0415925398,1 1:0.0 2:0
0415925398:069100840X,1 1:0.0 2:1
0521627249:0415925398,1 1:0.0 2:0
1879181940:157281196X,1 1:0.0 2:1
1879181827:157281196X,1 1:0.0 2:1
157281196X:1879181894,1 1:0.0 2:1
0375803394:0061066249,1 1:0.0 2:1
0786863919:0786885270,1 1:0.111111111111 2:1
1569472424:0312982178,1 1:0.0 2:1
0874850037:0688100120,1 1:0.0 2:1
0874850037:0060958138,1 1:0.0 2:1
0874850037:0966187202,1 1:0.111111111111 2:1
0874850037:0688162193,1 1:0.125 2:1
